Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
47,22,81,90504,1,2.9,1,138,0,0,0,0,0
58,33,22,90024,3,0.2,1,0,0,0,0,1,0
58,32,62,91320,3,2.2,3,217,0,0,1,1,1
30,4,81,94305,2,0.2,1,0,0,0,0,1,0
62,38,43,92354,1,1.9,2,0,0,0,0,1,0
46,19,24,90025,3,0.67,2,0,0,0,0,1,0
63,39,160,90089,2,2.1,1,0,0,0,0,1,1
58,33,173,92121,2,7.2,3,0,1,0,0,1,0
51,26,145,90025,1,8.1,1,397,0,0,0,0,1
60,35,122,92606,1,2.6,1,352,0,0,0,0,0
59,33,53,90034,3,2.5,1,0,0,0,0,1,0
29,5,149,94611,1,1.5,1,0,0,0,0,1,0
43,17,82,94040,3,0.1,1,0,0,0,0,1,0
49,23,70,94305,1,0.3,1,217,0,0,0,0,0
50,24,124,93305,1,4.9,1,266,0,0,0,1,0
64,40,58,93437,1,1.8,3,0,0,0,0,1,0
47,22,53,92691,1,0.3,1,213,0,0,0,0,0
65,35,55,94526,4,1.67,3,89,0,0,0,1,1
54,28,74,95014,2,1.1,1,0,0,0,0,1,0
44,18,84,91330,3,1.1,1,0,0,0,0,0,0
48,23,62,91367,4,3.6,3,83,0,0,0,0,1
45,20,85,91711,4,1.1,2,0,0,1,0,1,0
35,9,43,93943,2,0.3,1,0,0,0,0,1,0
28,4,43,95616,3,0.1,2,0,0,0,0,1,0
27,3,72,95616,4,0,1,0,0,0,0,1,0
41,15,185,91775,1,3.6,2,0,1,0,0,0,0
60,34,25,94132,4,0.7,3,0,0,0,0,1,0
27,3,118,95605,1,3.3,2,0,1,0,0,1,0
41,16,13,91125,2,0,3,0,0,0,0,1,0
35,9,103,95120,2,4.5,3,0,0,0,0,1,0
59,35,74,94402,4,2.3,3,0,0,0,0,0,0
65,40,49,90034,3,0.5,2,0,0,0,0,1,0
34,8,65,92093,1,3,1,227,1,0,0,1,0
57,31,30,95841,2,0.7,2,145,0,0,0,0,0
34,9,191,94086,1,4.8,3,0,1,0,1,1,1
30,5,98,91941,2,3.1,1,220,0,0,0,1,0
52,28,149,94043,2,6.8,1,0,0,0,0,1,0
28,2,33,95814,3,1,1,167,0,0,0,1,0
54,30,21,91706,2,0.2,1,0,0,0,0,0,1
43,17,98,94402,3,1.1,1,0,0,0,0,0,0
52,26,114,91330,2,2.4,2,0,0,0,0,0,0
61,35,59,92697,1,2.8,2,0,0,0,0,0,0
59,35,70,92103,4,2.3,3,0,0,0,0,0,0
45,18,80,92407,3,2.67,2,0,0,0,0,0,0
52,27,81,91942,1,1.3,3,293,0,0,0,0,1
57,32,25,90049,2,0.2,3,0,0,0,0,1,1
63,39,38,92624,3,0.1,3,178,0,0,0,1,1
26,0,54,94706,3,0.3,3,0,0,0,0,1,0
31,6,44,94720,4,0.8,1,0,0,0,0,0,0
53,29,154,93407,4,7.4,3,0,1,0,0,0,0
63,39,41,95449,2,1.1,1,0,0,0,0,0,0
33,9,105,95136,1,4,1,0,0,0,0,1,0
45,19,70,92677,3,2.1,1,0,0,0,0,1,0
36,12,35,95812,4,0.4,2,0,0,0,0,1,0
26,1,24,96651,2,0.9,3,123,0,0,0,0,1
49,23,60,95023,3,0.7,2,142,0,0,0,1,1
52,28,74,96064,1,2.6,2,0,0,0,0,1,1
40,15,180,90095,1,4.1,1,0,0,0,0,0,0
45,20,109,94117,1,7,1,366,0,0,0,1,0
30,4,40,92056,4,2.1,3,0,0,0,0,1,1
48,24,133,90740,1,5,1,0,0,0,0,0,0
58,32,43,92093,1,2.8,2,0,0,0,0,1,0
41,15,159,90057,1,5.5,3,0,1,0,1,1,0
44,19,44,90509,4,0,2,0,0,0,0,0,0
41,16,79,96064,1,1,3,233,0,0,0,1,0
57,33,121,94542,1,4.3,1,0,0,1,0,0,0
62,38,54,91320,1,0.8,1,0,0,1,0,0,1
30,4,81,92037,1,2.9,3,259,0,0,0,1,1
58,33,61,90033,4,1.7,1,0,0,0,0,0,0
32,6,31,92675,1,0.3,1,0,0,0,0,0,0
51,25,65,94143,3,0.7,2,0,0,0,0,0,0
36,12,69,94305,3,3.1,2,0,1,0,0,1,0
57,31,53,92806,1,0.8,2,120,0,0,0,0,0
62,37,48,92028,3,2.2,1,0,0,0,0,0,0
28,4,81,94801,3,1.5,1,276,0,0,0,1,0
29,3,40,92697,1,1.9,3,0,0,0,0,1,0
28,4,83,92612,3,0.8,1,0,0,0,0,1,1
40,15,31,94720,1,0.6,3,0,0,0,0,1,0
29,3,153,93657,2,2,1,392,0,0,0,0,0
43,16,201,95054,1,10,2,0,1,0,0,0,1
25,0,38,93407,2,1.6,3,0,0,0,0,0,0
35,10,21,92182,3,1.3,1,115,0,0,0,0,0
54,28,61,90601,3,3,2,0,0,0,0,1,1
57,33,79,94588,1,2.7,2,294,0,0,0,1,1
32,8,14,90034,3,0.9,3,111,0,0,0,0,0
52,27,28,93117,3,1.7,2,0,0,0,0,0,0
64,38,40,91330,1,2.5,3,94,0,0,0,1,1
54,28,45,95008,3,1.4,1,0,0,0,0,0,1
35,10,78,94105,1,2.6,2,0,0,0,0,1,0
25,-1,82,92677,4,2.1,3,0,0,0,0,1,0
47,22,93,90266,1,0.2,2,309,0,0,0,1,0
30,6,32,91330,2,1,2,0,0,0,0,0,0
62,37,19,91343,3,1.3,2,97,0,0,0,1,0
44,20,68,95060,1,0.8,3,91,0,0,0,0,0
56,31,11,92374,2,0.2,3,90,0,0,0,0,0
59,34,83,94105,2,3.4,3,0,1,0,0,1,0
42,17,168,95503,2,7.9,2,0,1,0,0,1,0
28,4,81,94801,3,1.5,1,276,0,0,0,1,0
42,18,135,95136,2,3.3,1,0,0,1,1,1,1
32,7,125,95133,1,0,1,0,0,0,0,1,1
64,40,169,91320,2,2.1,1,122,0,0,0,1,0
38,8,21,92037,1,0.67,3,0,0,0,0,1,0
58,33,61,92833,2,2.3,3,193,0,0,0,1,0
30,6,72,94005,1,0.1,1,207,0,0,0,0,0
38,14,81,94583,1,3.6,2,0,0,0,0,1,1
52,25,44,93111,3,1,2,135,0,0,0,1,0
41,16,65,90095,3,0.5,3,0,0,0,0,1,0
55,25,41,95014,3,1,3,0,0,0,0,1,0
60,34,60,95616,1,2.5,3,103,0,0,0,0,0
37,13,75,94305,3,2.6,2,0,0,1,0,0,0
39,12,108,92717,4,3.67,2,301,1,0,0,0,1
57,32,64,95138,3,1.6,3,0,0,0,0,1,0
36,11,9,90230,4,0.2,3,0,0,0,0,1,0
39,14,61,94005,3,0.5,3,137,0,0,0,1,0
58,34,48,93460,4,1.3,2,0,0,0,0,1,1
51,26,69,94005,3,2,2,0,0,0,0,1,0
41,15,41,94143,2,2.4,2,105,0,0,0,0,0
43,19,130,90630,2,4.7,3,221,1,0,0,0,1
48,22,152,95616,1,0,1,0,0,0,0,0,0
63,39,49,90275,1,0.8,1,103,0,0,0,1,0
57,31,175,90503,2,0.5,1,429,0,0,0,1,1
59,29,61,94025,1,1.4,3,0,0,0,0,0,0
31,5,20,94720,2,0.3,1,0,0,0,0,0,0
35,9,21,91125,2,1.4,3,125,0,0,0,1,0
34,9,71,91711,4,0.7,3,0,0,0,0,1,0
55,29,33,92660,2,0.4,3,0,0,0,0,0,0
55,30,70,94904,3,2,2,0,0,0,0,1,1
28,2,34,92161,4,1.3,3,0,0,0,0,0,0
65,40,89,90291,1,4.1,1,299,1,0,1,1,0
29,3,108,94304,4,1.8,2,0,0,0,0,0,0
31,7,99,94720,1,4,1,0,0,0,0,1,0
39,13,40,92122,3,0.9,3,129,0,0,0,1,0
33,9,80,91311,4,3.4,1,0,0,0,0,1,1
30,3,79,91380,4,2,2,0,0,0,0,1,0
57,33,121,94542,1,4.3,1,0,0,1,0,0,0
43,18,89,94303,3,0.5,3,108,0,0,0,0,1
46,22,141,90089,2,3.3,1,0,0,1,1,1,1
57,31,51,93943,1,1.4,1,0,0,0,0,1,1
62,32,33,93907,1,1.5,3,140,0,0,0,1,1
47,21,82,94109,3,2.1,1,0,0,0,0,0,0
46,21,44,95112,1,0.3,1,110,0,1,0,1,0
33,9,79,94612,1,0.1,1,0,0,0,0,1,0
27,1,25,94920,4,0.3,2,0,0,0,0,1,1
51,25,71,95814,1,1.4,3,198,0,0,0,0,0
33,3,69,92161,4,1.8,3,0,0,0,0,1,0
44,18,54,90639,1,2.8,1,202,0,0,0,0,0
30,5,20,94545,4,0.5,3,117,0,0,0,0,0
43,19,45,91773,3,0.6,2,0,0,0,0,0,0
36,12,123,90502,2,3,3,0,1,0,0,0,0
35,9,45,90509,1,2,1,0,0,0,0,1,1
35,5,22,93407,1,0.67,3,103,0,0,0,0,0
30,5,38,94542,4,0.8,1,129,0,0,0,1,1
35,9,84,95120,4,2.2,2,322,0,0,0,0,0
53,29,20,90045,4,0.2,1,0,0,0,0,1,0
57,31,38,94720,4,0.7,2,0,0,0,0,1,0
40,14,28,90404,2,0.8,3,0,0,0,0,0,0
60,34,152,92807,2,6.9,1,0,0,0,0,0,0
29,4,115,92717,1,1.9,1,0,0,0,0,0,0
47,21,39,92612,3,0.6,2,0,0,0,0,1,1
48,23,30,94720,3,1.7,2,162,0,0,0,1,0
60,34,95,94104,2,0.7,2,322,0,0,0,1,1
43,19,81,92069,2,3.2,1,0,0,0,0,0,0
28,3,118,91902,3,2.4,2,161,1,0,0,0,0
63,38,83,91320,3,1.8,2,0,0,0,0,1,0
35,9,45,90509,1,2,1,0,0,0,0,1,1
32,6,98,95054,2,4.5,3,306,0,0,0,0,0
29,5,62,90277,1,1.2,1,260,0,0,0,1,0
67,43,79,95616,4,1.7,2,215,0,0,1,1,1
49,23,58,95819,4,2.6,1,188,0,0,0,0,0
29,3,10,91320,4,0.4,1,87,0,0,0,1,1
32,8,181,94596,1,6,1,0,0,0,1,1,1
34,4,83,92653,4,4,3,0,0,0,0,1,0
57,31,41,91401,1,1.4,1,0,0,1,0,1,0
56,30,21,94542,2,0.7,2,0,0,0,0,1,0
35,10,31,95605,3,1.3,1,0,0,0,0,0,0
47,21,138,94583,1,0,1,0,0,0,0,0,0
27,1,140,91711,1,5.9,2,175,1,1,1,1,0
30,6,30,90245,1,0.4,3,0,0,0,0,1,1
48,22,139,94309,1,0,1,0,0,0,1,1,1
44,20,132,94115,3,2.6,1,308,1,0,0,0,0
45,21,183,90029,2,1.4,1,0,0,0,0,1,1
38,14,28,95821,4,0.4,2,100,0,0,0,1,0
31,6,133,95747,1,1.5,3,0,1,0,0,0,0
34,9,32,95054,4,1.1,3,0,0,0,0,1,0
29,3,148,92173,3,4.1,1,0,1,0,0,1,0
61,36,12,93023,4,0.6,2,0,0,0,0,1,1
47,21,90,90245,2,0.8,3,0,0,0,0,0,0
35,9,53,94143,4,2.2,2,0,0,0,0,1,0
45,20,180,95403,3,8.5,2,535,1,0,0,0,0
44,20,71,91006,4,2,3,0,0,0,0,0,1
39,15,45,95616,1,0.7,1,0,0,0,0,1,0
62,38,30,94304,3,0.1,3,128,0,0,0,1,0
30,4,85,94234,4,2.1,3,0,0,0,0,1,0
59,33,23,94002,2,0.2,3,0,0,0,0,1,0
47,23,163,92653,1,5,1,0,0,0,0,0,0
28,4,155,92182,4,5.3,2,0,1,0,0,1,0
35,9,21,91125,2,1.4,3,125,0,0,0,1,0
39,13,93,94720,1,1.5,3,0,0,0,0,0,1
42,17,89,90095,1,0.1,2,170,0,0,0,1,0
64,39,73,90073,3,2.4,1,185,0,0,0,0,0
53,27,170,95003,1,1,1,0,0,0,0,1,0
44,18,21,90840,1,0.2,1,0,0,0,0,1,0
30,4,18,95020,4,0.3,2,0,0,0,0,1,1
59,33,34,94115,1,0.2,1,0,0,0,0,1,0
27,1,58,95827,4,1.8,2,154,0,0,1,1,1
26,1,54,94061,4,0.6,2,230,0,0,0,0,0
44,19,78,92064,2,3.8,3,268,0,0,0,0,0
35,5,22,93407,1,0.67,3,103,0,0,0,0,0
60,35,153,95136,3,2,3,0,1,0,0,0,1
29,4,50,94040,4,1.7,2,0,0,0,0,1,0
45,21,183,90029,2,1.4,1,0,0,0,0,1,1
52,28,55,91320,2,3.2,3,151,0,0,0,0,0
31,7,128,92821,1,6,1,0,0,0,0,0,0
33,8,130,94720,3,6.3,2,99,1,0,0,0,1
34,9,92,90005,1,2.8,1,0,0,0,0,1,0
44,20,185,94086,3,2.7,1,0,1,0,0,1,0
53,29,61,95032,4,1.6,2,0,0,0,0,1,0
28,2,19,94720,4,0.4,1,0,0,0,0,1,1
27,3,59,94123,4,0,1,90,0,1,0,1,0
64,40,15,91711,2,0.3,3,115,0,0,0,1,1
64,37,138,94709,2,2.8,2,0,1,0,0,1,0
48,23,45,95616,1,0.3,1,0,0,0,0,1,1
55,30,70,94904,3,2,2,0,0,0,0,1,1
58,32,114,91330,2,2,1,402,0,0,0,1,0
50,24,195,95035,1,1.7,1,0,0,0,0,0,0
39,14,20,90747,1,0.6,3,0,0,0,0,1,0
35,8,41,92612,2,1,2,0,0,0,0,1,1
43,19,35,90630,1,0.7,1,0,0,0,0,0,0
37,11,71,91302,1,2.5,1,185,0,0,0,1,1
46,22,83,94501,4,1.4,2,0,0,0,0,1,1
54,27,120,92672,4,3,2,431,1,0,0,1,0
65,40,128,90740,1,2.5,1,162,0,0,0,1,0
52,28,81,91745,3,1.8,2,0,0,1,0,0,0
53,26,22,91304,1,0.5,2,0,0,0,0,1,1
32,7,108,94550,1,4.6,1,0,0,1,0,0,0
38,12,53,95616,2,2.4,2,0,0,0,0,1,0
59,33,88,93106,4,1.9,2,0,0,0,0,0,0
51,24,84,94117,3,2,2,0,0,0,0,0,0
55,30,28,90291,4,0.1,3,149,0,0,0,1,1
32,6,31,92675,1,0.3,1,0,0,0,0,0,0
47,23,199,94720,2,6.67,1,0,0,0,0,1,0
32,6,84,91006,4,1.8,2,0,0,0,0,0,0
57,32,42,95070,3,0.5,2,0,0,1,0,1,0
37,11,24,91770,4,1.5,3,0,0,0,0,0,0
54,29,60,94901,4,3.8,2,0,0,0,0,1,1
49,23,140,90504,1,1.9,3,0,1,0,0,0,1
48,24,54,95616,1,1.6,2,186,0,0,0,1,0
55,30,118,90277,4,5.6,2,0,1,0,0,1,0
36,10,45,95126,4,0.2,1,0,0,0,0,0,1
51,27,53,94114,1,1.8,3,0,0,0,0,0,1
48,23,30,94720,3,1.7,2,162,0,0,0,1,0
27,1,134,93106,1,1.7,2,307,1,0,0,1,0
58,33,42,91380,2,1.6,3,0,0,0,0,1,0
52,26,28,95405,1,0.3,3,0,0,0,0,1,0
47,23,71,95762,1,0.8,3,127,0,0,0,1,0
50,24,29,93023,4,0.1,1,0,0,0,0,0,0
65,41,105,95616,4,1.7,2,230,0,1,0,1,0
34,8,44,91101,4,0.2,1,0,0,0,0,0,0
54,28,140,91711,1,2.9,1,0,0,0,0,1,0
35,10,164,91614,2,7.8,1,0,0,0,0,1,0
25,0,44,94545,4,0.6,2,0,0,0,0,1,1
34,9,20,92648,4,1.1,3,0,0,0,0,1,0
28,4,43,91304,1,1,3,102,0,0,0,0,0
51,27,33,92037,4,0.2,1,83,0,0,0,1,0
33,8,58,92037,4,1.3,1,0,0,1,0,0,0
55,31,12,95060,2,0.2,1,76,0,0,0,1,1
43,18,44,91345,1,2.4,1,0,0,0,0,0,0
47,21,71,92037,4,2.9,1,0,0,0,0,1,0
44,19,48,92735,3,0.8,3,0,0,0,0,0,1
38,12,29,92084,2,1.4,3,0,0,0,0,1,0
31,7,113,94542,2,2,2,315,0,0,0,0,0
55,29,79,92373,3,0.8,1,0,0,0,0,1,1
56,30,44,91330,4,2.5,1,0,0,0,0,0,1
50,20,25,91320,4,0.4,3,0,0,0,0,1,0
63,39,64,95814,1,1.8,3,147,0,0,0,1,1
29,4,182,95354,1,3.7,3,0,1,0,0,1,0
52,27,85,92037,3,3.4,3,0,1,0,0,0,0
48,24,14,91330,3,0.4,1,0,0,0,0,1,0
49,24,42,92121,2,0.7,2,0,0,0,0,1,0
49,25,128,95054,2,0.4,1,0,0,0,0,0,0
53,29,22,93943,2,0.4,1,0,0,0,0,1,0
58,34,10,92521,4,0.7,1,0,0,0,0,0,0
56,26,91,94939,1,3,3,0,0,0,0,1,1
50,25,114,92104,1,0.6,1,0,0,0,0,0,1
50,24,152,92220,1,7.3,1,0,0,0,0,1,0
48,22,59,91775,1,1.4,3,241,0,0,0,1,0
54,29,54,94720,2,2.1,3,97,0,0,0,0,0
58,33,95,90503,1,2.6,1,0,0,0,0,1,0
46,20,9,94005,1,0.2,1,0,0,0,0,1,0
38,14,43,95053,2,1.7,1,0,0,0,0,1,0
30,4,110,93943,1,2.9,3,0,0,0,0,1,0
37,11,35,94609,2,0.8,3,0,0,0,0,0,0
59,35,75,92121,4,2.3,3,0,0,1,0,0,0
63,37,112,93106,4,2.4,3,0,0,0,0,1,1
54,27,120,92672,4,3,2,431,1,0,0,1,0
43,17,69,92717,4,2.9,1,0,0,0,0,1,1
36,12,79,90041,2,2.2,1,0,0,0,0,1,0
38,12,29,94022,4,0.2,1,0,0,0,0,0,1
33,9,139,95054,1,4.3,1,0,0,0,0,0,0
39,14,22,94035,2,0.3,2,0,0,0,0,1,0
27,2,170,95818,3,4.7,1,0,1,0,0,1,0
46,19,49,92124,3,2.5,2,0,0,0,0,1,1
40,15,71,93950,3,3,1,272,0,0,0,1,0
29,2,33,91711,1,2,2,160,0,0,0,0,0
38,12,39,95825,2,0.3,1,174,0,0,0,1,0
58,34,128,90058,1,7.4,1,0,0,0,0,0,0
63,37,149,90840,2,0.2,3,364,1,0,0,1,0
41,17,129,94720,1,3.4,1,0,0,0,0,0,1
29,3,153,93657,2,2,1,392,0,0,0,0,0
50,26,52,93555,4,0.1,3,0,0,0,0,0,0
38,13,163,95039,1,4.1,1,0,0,0,0,0,0
42,17,54,94720,4,1.9,3,164,0,0,0,0,0
53,29,50,93305,4,0.1,3,152,0,0,0,1,0
26,1,55,90089,3,2.6,3,113,0,0,0,0,1
63,38,138,92675,1,2.5,1,0,0,0,0,1,0
38,13,140,90210,4,0.5,1,0,1,0,0,0,0
35,11,41,92123,3,2,1,0,0,0,0,1,0
39,13,50,91768,2,2.4,2,0,0,0,0,0,0
33,8,62,92093,3,2.3,1,98,0,0,0,0,1
40,14,58,90245,4,0.2,3,0,0,0,0,1,0
45,19,122,94590,4,4.1,2,0,1,0,0,1,0
58,32,43,92093,1,2.8,2,0,0,0,0,1,0
57,33,30,93106,3,1.5,1,151,0,1,0,1,0
57,31,45,94305,3,1.4,1,198,0,0,0,1,0
34,8,41,92096,4,0.8,1,0,0,0,0,0,0
62,37,11,91942,1,0.1,1,0,0,0,0,1,0
48,23,8,92866,1,0.4,3,0,0,0,0,0,1
56,26,38,94305,3,1,3,110,0,1,0,1,0
27,3,20,92007,4,1,1,0,0,0,0,0,0
53,27,65,92124,1,2.2,3,0,0,0,0,1,1
27,2,101,92807,1,1.9,1,0,0,0,0,0,0
41,16,98,93117,1,4,3,0,0,0,0,0,1
55,28,21,94720,1,0.5,2,0,0,1,0,0,1
38,13,114,92697,1,1,3,0,0,0,0,1,1
59,33,34,94115,1,0.2,1,0,0,0,0,1,0
50,26,23,92028,4,0.2,1,0,0,0,0,0,1
26,0,164,95973,2,4,3,301,1,0,0,1,0
29,5,83,92354,3,1.5,1,0,0,0,0,1,1
40,15,175,92646,2,3.3,1,0,0,0,0,1,0
31,5,180,94720,1,2.9,3,144,1,1,0,0,0
60,35,38,94701,3,0.5,2,0,0,0,0,1,1
54,30,145,94591,2,6.8,1,0,0,1,0,0,0
43,18,140,95616,1,7,1,205,0,0,0,1,0
37,13,61,95131,3,2.8,1,0,0,0,0,0,0
35,11,83,92122,2,2.2,1,0,0,0,0,0,0
29,3,54,94104,4,1.8,3,0,0,0,0,0,0
58,33,61,92833,2,2.3,3,193,0,0,0,1,0
29,3,30,91745,4,0.3,2,157,0,0,0,0,0
53,23,19,92673,4,0.4,3,84,0,0,0,1,0
35,8,30,95014,4,1,2,0,0,1,0,0,0
45,20,39,90232,1,2.4,1,0,0,0,0,0,1
48,22,139,94309,1,0,1,0,0,0,1,1,1
51,26,133,90291,1,0.6,1,328,0,0,0,0,0
53,29,83,90073,4,1,2,0,0,0,0,1,0
53,27,72,91711,2,1.5,2,0,0,0,0,1,0
50,24,22,93943,1,0.3,3,0,0,0,0,0,1
60,35,22,91207,1,1.3,1,123,0,0,0,1,0
57,31,52,94105,1,1.4,1,0,0,0,0,1,0
25,1,62,94720,4,0,1,229,0,0,0,1,0
52,27,65,92104,1,1.2,1,0,0,0,0,1,1
26,2,79,95630,2,2.5,1,0,0,0,0,1,0
34,7,82,95741,4,2,2,0,0,0,0,1,1
60,36,79,92120,1,1.8,3,0,0,0,0,0,1
46,20,185,94131,4,7.5,2,428,1,0,0,0,1
54,30,24,92647,1,0.1,2,0,0,0,0,0,0
50,24,150,94551,1,7.3,1,0,0,0,0,1,1
29,3,108,94304,4,1.8,2,0,0,0,0,0,0
29,3,91,94122,1,3.4,3,0,1,0,0,0,0
49,24,109,92647,1,0.6,1,0,0,0,0,0,0
47,23,90,95449,1,2.7,1,323,0,0,0,0,0
51,25,32,91605,2,0.4,3,0,0,0,0,1,0
29,3,31,92126,4,0.3,2,0,0,0,0,1,0
44,20,62,91604,3,0.3,3,0,0,0,0,0,1
51,25,190,95138,2,4.2,2,0,1,0,0,1,0
35,10,152,94112,2,3,1,0,0,0,0,1,0
46,22,70,94701,4,1.9,1,212,0,0,0,0,1
56,31,28,94040,1,1.5,2,0,0,1,1,1,1
50,23,18,95503,2,1,2,88,0,0,0,1,1
60,34,60,95616,1,2.5,3,103,0,0,0,0,0
33,9,38,93106,1,2.1,3,133,0,0,0,0,0
39,14,21,94303,1,0.6,3,101,0,0,0,0,0
48,23,75,94111,4,3.6,3,0,0,0,0,1,1
59,33,88,93106,4,1.9,2,0,0,0,0,0,0
50,24,30,91768,4,0.1,1,161,0,0,0,1,1
63,39,160,91330,2,2.1,1,0,0,0,0,0,1
43,18,204,91902,2,8.8,1,0,0,0,0,1,0
59,33,71,91335,2,2.3,3,150,0,0,0,1,1
27,3,43,90245,3,0.1,2,163,0,0,0,1,0
56,31,81,92373,2,3.7,1,121,0,0,0,1,1
33,7,29,92064,1,0.6,3,127,0,0,0,0,1
35,11,101,94143,3,3.8,3,150,1,0,0,1,0
37,12,193,92780,1,8.6,1,0,0,0,0,0,0
43,17,55,93933,3,2.2,2,0,0,0,0,0,0
42,17,93,92182,4,1.9,3,0,0,0,0,0,0
44,20,119,92677,2,7.5,1,239,0,0,0,1,0
37,13,84,92130,1,3.6,2,0,0,1,0,0,0
35,9,43,92037,4,1.2,2,0,0,1,0,1,0
39,13,25,95370,3,0.2,2,0,0,0,0,1,0
52,25,43,91380,3,1,2,165,0,0,1,1,1
57,33,170,95051,2,2.1,2,0,1,0,0,0,0
33,7,49,95403,4,2.2,2,0,0,0,0,1,0
51,25,181,95051,1,3.3,3,589,1,1,1,1,0
34,10,83,95060,2,2,2,148,0,0,0,0,0
26,2,40,94132,1,1,3,0,0,0,0,1,0
29,2,29,90266,4,1.5,2,0,0,0,0,0,1
37,13,59,94234,1,1.5,3,0,0,0,0,0,1
30,5,112,91711,4,5,2,0,1,0,0,0,1
37,11,22,90035,3,0.1,2,114,0,0,0,0,0
51,25,29,90212,1,1.4,3,102,0,0,0,0,1
56,29,41,94109,4,2.5,2,0,0,0,0,0,0
25,-1,40,93117,3,2.4,2,0,0,0,0,1,0
27,3,125,95521,2,0.6,1,0,0,0,0,0,0
48,22,39,94065,1,1.2,2,0,0,0,0,0,0
51,27,22,93106,4,0.5,2,0,0,0,0,1,1
25,-1,21,94583,4,0.4,1,90,0,0,0,1,0
58,34,19,92029,4,0.7,1,0,0,0,0,0,0
45,20,61,92717,3,2.7,2,0,0,0,0,0,1
63,37,141,92121,2,6.9,1,0,0,0,0,1,1
63,39,39,91711,1,1.9,2,0,0,0,0,0,0
43,18,42,91330,1,0.3,3,0,0,0,0,1,0
57,32,52,90266,3,0.5,2,0,0,0,0,1,0
61,35,63,91605,1,1.6,1,0,0,0,0,1,0
61,36,12,93023,4,0.6,2,0,0,0,0,1,1
62,38,42,95747,3,0.1,3,149,0,0,0,0,1
46,21,85,92867,1,0.2,2,0,0,1,1,1,1
43,18,59,93943,1,3.7,3,0,0,0,0,1,0
45,21,61,94304,3,0.7,1,0,0,0,0,0,0
33,7,44,95605,1,0.3,1,0,0,0,0,0,0
50,26,24,94305,4,0.5,2,0,0,0,0,0,1
48,22,152,95616,1,0,1,0,0,0,0,0,0
27,2,78,93943,4,0.2,1,87,0,0,0,0,0
51,26,55,92121,3,2,2,93,0,0,0,1,0
38,14,39,93118,1,2,2,0,0,0,0,1,0
61,36,24,94309,1,1.5,2,87,0,1,0,0,0
43,18,29,90245,1,0.3,3,0,0,0,0,1,0
32,8,169,94596,1,6.5,3,272,1,1,1,1,0
31,5,85,92130,3,1.6,1,157,0,0,0,1,1
53,28,18,90095,4,0.1,3,109,0,1,1,1,1
63,37,118,94010,1,2,1,427,0,0,0,0,0
61,36,18,95010,1,1.3,1,0,0,0,0,0,0
29,3,121,92806,2,1.3,1,0,0,0,0,0,0
58,34,148,95819,1,4.7,1,0,0,0,0,1,0
32,6,44,94608,4,0.2,1,0,0,1,1,1,1
38,12,184,91311,3,8,1,0,1,0,0,1,0
43,17,72,94806,1,2.8,1,271,0,0,0,1,0
39,13,89,92110,4,1.4,2,0,0,0,0,0,0
35,9,113,94596,3,0.8,3,0,1,0,0,1,0
53,29,98,95035,3,1.8,2,0,0,0,0,0,0
43,18,74,92009,4,0.4,1,0,0,0,0,0,0
43,17,55,90266,1,0.2,1,0,0,0,0,1,0
32,7,98,95929,1,4.2,1,171,1,1,1,0,0
55,30,64,94306,2,1.9,2,0,0,0,0,0,0
62,38,35,94596,1,1.9,2,118,0,0,0,0,0
61,36,54,94539,3,1.5,1,0,0,0,0,1,0
51,25,70,90095,1,0.8,3,0,0,1,0,1,0
47,21,141,90095,1,2.4,1,0,0,0,0,0,0
50,24,45,94105,3,0.6,2,117,0,0,0,1,0
62,37,18,92028,1,1.5,2,127,0,0,0,0,0
34,10,51,90032,3,2,1,130,0,0,0,0,0
48,24,80,91343,1,2.7,1,0,0,0,0,1,0
61,35,60,92831,1,2.8,2,0,0,0,0,1,1
30,6,31,94720,3,1,2,142,0,0,0,0,0
53,29,132,95020,2,0.3,1,403,0,0,0,0,0
40,15,82,93101,2,0.4,1,0,0,0,0,0,0
47,22,22,90024,1,0.4,3,0,0,0,0,1,0
57,32,84,92672,3,1.6,3,0,0,1,0,0,0
56,31,65,93403,2,3.7,1,0,0,0,0,1,0
40,14,70,94923,4,1.4,2,0,0,0,0,1,0
39,14,61,94005,3,0.5,3,137,0,0,0,1,0
35,8,44,95045,4,1,2,192,0,0,0,0,1
49,24,68,94143,1,0.2,2,163,0,0,0,0,0
48,22,98,94115,2,6.3,1,0,0,0,0,0,0
28,4,33,91330,3,1,2,0,0,0,0,0,1
29,3,39,95051,4,2.1,3,0,0,0,0,1,0
32,8,25,93524,3,0.9,3,0,0,0,0,1,1
27,3,88,92182,3,0.8,1,238,0,0,0,0,0
38,13,9,92634,2,0.3,2,0,0,0,0,0,0
44,20,30,95020,4,0.3,1,0,0,0,0,0,1
34,10,19,91711,4,0.4,2,0,0,0,0,0,0
58,32,38,91320,1,1.4,1,0,0,0,0,1,1
34,9,102,92115,4,2.2,2,0,0,0,0,1,0
51,26,145,90025,1,8.1,1,397,0,0,0,0,1
29,3,91,94122,1,3.4,3,0,1,0,0,0,0
44,19,49,94720,4,1.9,3,89,0,0,0,1,0
29,5,44,95819,1,0.2,3,0,0,0,0,1,0
